ns1:Ejercicio;ns1:DepartamentoCodigo;ns1:SeccionalPolicialCodigo;ns1:AreaSupervision;ns1:AreaEnumeracion;ns1:ActividadCodigo;ns1:GiroCodigo;ns1:NaturalezaJuridicaCodigo;ns1:EstratoCodigo;ns1:EspecieCodigo;ns1:TipoProduccionCodigo;ns1:Litros;ns1:CantidadTenedoresPorProduccionLeche
2021;1;2;204;204001;-;02;1;3;11;4;10500;1
2021;1;2;204;204001;-;02;1;3;11;5;3000;1
2021;1;3;0;0;-;18;5;1;11;1;16920;1
2021;1;3;0;0;-;18;5;1;11;4;1080;1
2021;1;12;203;203003;-;01;11;2;11;1;90000;1
2021;1;12;203;203003;-;01;11;2;11;4;750;1
2021;1;12;203;203003;-;01;11;2;11;5;10500;1
2021;1;12;203;203003;-;01;11;5;11;1;75000;1
2021;1;12;203;203003;-;01;11;5;11;4;600;1
2021;1;12;203;203004;-;01;11;2;11;1;113000;2
2021;1;12;203;203004;-;01;11;2;11;4;1600;2
2021;1;12;203;203004;-;01;11;2;11;5;7500;2
2021;1;12;203;203004;-;02;11;2;11;1;40500;1
2021;1;12;203;203004;-;02;11;2;11;4;300;1
2021;1;12;203;203004;-;02;11;2;11;5;2000;1
2021;2;1;302;302002;-;01;5;5;11;1;49000;1
2021;2;1;302;302002;-;01;5;5;11;4;2400;1
2021;2;1;302;302002;-;01;5;5;11;5;15000;1
2021;2;1;302;302002;-;02;5;2;11;2;3000;1
2021;2;1;302;302002;-;02;5;5;11;1;1048130;1
2021;2;1;302;302002;-;02;5;5;11;4;2524;1
2021;2;1;302;302002;-;02;5;5;11;5;50380;1
2021;2;1;302;302003;-;02;2;4;11;2;549470;1
2021;2;1;302;302003;-;02;2;4;11;4;1000;1
2021;2;1;302;302003;-;02;2;4;11;5;65000;1
2021;2;1;302;302003;-;02;5;2;11;1;17000;1
2021;2;1;302;302003;-;02;5;2;11;4;500;1
2021;2;1;302;302003;-;02;5;2;11;5;1500;1
2021;2;1;302;302003;-;02;5;3;11;1;45625;1
2021;2;1;302;302003;-;02;5;3;11;2;706776;2
2021;2;1;302;302003;-;02;5;3;11;4;1660;2
2021;2;1;302;302003;-;02;5;3;11;5;46100;2
2021;2;1;302;302003;-;02;5;4;11;1;28800;1
2021;2;1;302;302003;-;02;11;4;11;1;360000;1
2021;2;1;302;302003;-;02;11;4;11;5;18000;1
2021;2;1;302;302003;-;02;14;5;11;2;1090000;1
2021;2;1;302;302003;-;02;14;5;11;4;4500;1
2021;2;1;302;302003;-;02;14;5;11;5;43600;1
2021;2;1;302;302005;-;02;5;2;11;2;69600;1
2021;2;1;302;302005;-;02;5;3;11;2;754479;2
2021;2;1;302;302005;-;02;5;3;11;4;4300;2
2021;2;1;302;302005;-;02;5;3;11;5;63600;2
2021;2;1;302;302006;-;02;5;2;11;2;77241;1
2021;2;1;302;302006;-;02;5;2;11;4;2000;1
2021;2;1;302;302006;-;02;5;2;11;5;10000;1
2021;2;1;304;304005;-;02;5;3;11;2;800000;1
2021;2;1;304;304005;-;02;5;3;11;4;3600;1
2021;2;1;304;304005;-;02;5;3;11;5;25000;1
2021;2;1;304;304006;-;02;5;2;11;2;141200;2
2021;2;1;304;304006;-;02;5;2;11;4;1060;2
2021;2;1;304;304006;-;02;5;2;11;5;7500;2
2021;2;1;304;304006;-;02;5;4;11;2;438000;1
2021;2;1;304;304006;-;02;5;4;11;4;1500;1
2021;2;1;304;304006;-;02;5;4;11;5;7000;1
2021;2;1;304;304006;-;02;11;3;11;2;181912;1
2021;2;1;304;304006;-;02;11;3;11;4;5400;1
2021;2;1;304;304006;-;02;11;3;11;5;9000;1
2021;2;2;301;301001;-;02;5;6;11;2;2101292;1
2021;2;2;301;301001;-;02;5;6;11;4;3110;1
2021;2;2;301;301001;-;02;5;6;11;5;47801;1
2021;2;2;301;301001;-;02;8;2;11;2;220974;1
2021;2;2;301;301001;-;02;8;2;11;4;365;1
2021;2;2;301;301001;-;02;8;2;11;5;2500;1
2021;2;2;301;301001;-;02;11;3;11;2;216599;1
2021;2;2;301;301001;-;02;11;3;11;4;1000;1
2021;2;2;301;301001;-;02;11;3;11;5;3700;1
2021;2;2;301;301002;-;02;2;6;11;2;1010701;1
2021;2;2;301;301002;-;02;2;6;11;4;2300;1
2021;2;2;301;301002;-;02;2;6;11;5;110000;1
2021;2;2;301;301002;-;02;5;2;11;2;48000;1
2021;2;2;301;301002;-;02;5;4;11;2;1070078;1
2021;2;2;301;301002;-;02;5;4;11;4;1095;1
2021;2;2;301;301002;-;02;5;4;11;5;10900;1
2021;2;2;301;301002;-;02;5;5;11;1;1536008;1
2021;2;2;301;301002;-;02;5;5;11;2;1052781;1
2021;2;2;301;301002;-;02;5;5;11;4;5150;2
2021;2;2;301;301002;-;02;5;5;11;5;56000;2
2021;2;2;301;301002;-;02;11;3;11;1;47085;1
2021;2;2;301;301002;-;02;11;3;11;2;288350;1
2021;2;2;301;301002;-;02;11;3;11;4;2200;1
2021;2;2;301;301002;-;02;11;3;11;5;7500;1
2021;2;2;301;301002;-;02;11;5;11;2;737287;1
2021;2;2;301;301002;-;02;11;5;11;4;3650;1
2021;2;2;301;301002;-;02;11;5;11;5;32700;1
2021;2;2;301;301003;-;02;5;2;11;2;323725;2
2021;2;2;301;301003;-;02;5;2;11;4;2460;2
2021;2;2;301;301003;-;02;5;2;11;5;30200;2
2021;2;2;301;301003;-;02;8;3;11;2;146005;1
2021;2;2;301;301003;-;02;8;3;11;4;730;1
2021;2;2;301;301003;-;02;8;3;11;5;7300;1
2021;2;2;301;301003;-;02;11;3;11;2;110018;1
2021;2;2;301;301003;-;02;11;3;11;4;1500;1
2021;2;2;301;301003;-;02;11;3;11;5;18500;1
2021;2;2;301;301003;-;02;11;4;11;2;262151;1
2021;2;2;301;301003;-;02;11;4;11;4;730;1
2021;2;2;301;301003;-;02;11;4;11;5;21900;1
2021;2;2;301;301004;-;02;5;2;11;2;141724;2
2021;2;2;301;301004;-;02;5;2;11;4;1095;1
2021;2;2;301;301004;-;02;5;2;11;5;10000;1
2021;2;2;301;301004;-;02;5;3;11;2;380171;2
2021;2;2;301;301004;-;02;5;3;11;4;1795;2
2021;2;2;301;301004;-;02;11;5;11;1;1163489;1
2021;2;2;301;301004;-;02;11;5;11;4;5000;1
2021;2;2;301;301004;-;02;11;5;11;5;40000;1
2021;2;2;301;301005;-;02;5;4;11;2;529501;2
2021;2;2;301;301005;-;02;5;4;11;4;4400;2
2021;2;2;301;301005;-;02;5;4;11;5;10000;1
2021;2;2;301;301005;-;02;8;5;11;2;2041692;2
2021;2;2;301;301005;-;02;8;5;11;4;2745;2
2021;2;2;301;301005;-;02;8;5;11;5;96600;2
2021;2;2;301;301005;-;02;9;4;11;2;1089751;1
2021;2;2;301;301005;-;02;9;4;11;4;5475;1
2021;2;2;301;301005;-;02;9;4;11;5;43800;1
2021;2;2;301;301006;-;02;5;2;11;2;145248;1
2021;2;2;301;301006;-;02;5;2;11;4;1500;1
2021;2;2;301;301006;-;02;5;2;11;5;16425;1
2021;2;2;301;301006;-;02;5;3;11;4;4000;1
2021;2;2;301;301006;-;02;5;3;11;5;95000;1
2021;2;2;301;301006;-;02;5;4;11;2;263054;1
2021;2;2;301;301006;-;02;5;4;11;4;900;1
2021;2;2;301;301006;-;02;5;4;11;5;10000;1
2021;2;2;301;301006;-;02;5;5;11;2;661406;1
2021;2;2;301;301006;-;02;5;5;11;4;12000;1
2021;2;2;301;301006;-;02;5;5;11;5;55000;1
2021;2;2;301;301007;-;02;5;2;11;1;216000;1
2021;2;2;301;301007;-;02;5;2;11;5;15000;1
2021;2;2;301;301007;-;02;5;4;11;2;843309;1
2021;2;2;301;301007;-;02;5;4;11;4;2500;1
2021;2;2;301;301007;-;02;5;4;11;5;48000;1
2021;2;2;306;306003;-;02;5;3;11;2;521275;1
2021;2;2;306;306003;-;02;5;3;11;4;1000;1
2021;2;2;306;306003;-;02;5;3;11;5;25000;1
2021;2;2;1606;1606001;-;02;5;2;11;4;150;1
2021;2;2;1606;1606001;-;02;5;2;11;5;700;1
2021;2;3;302;302001;-;01;5;3;11;1;48000;1
2021;2;3;302;302001;-;02;11;2;11;2;188239;1
2021;2;3;302;302001;-;02;11;2;11;4;1200;1
2021;2;3;302;302001;-;02;11;2;11;5;13000;1
2021;2;3;302;302001;-;02;11;4;11;1;1030135;1
2021;2;3;302;302001;-;02;11;4;11;4;2600;1
2021;2;3;302;302001;-;02;11;4;11;5;55056;1
2021;2;3;302;302002;-;02;5;4;11;1;158650;1
2021;2;3;302;302002;-;02;5;4;11;4;2500;1
2021;2;3;302;302002;-;02;5;4;11;5;18000;1
2021;2;3;302;302002;-;02;8;2;11;2;195028;1
2021;2;3;302;302002;-;02;8;2;11;4;730;1
2021;2;3;302;302002;-;02;8;2;11;5;14600;1
2021;2;3;303;303001;-;02;12;4;11;1;2015006;1
2021;2;3;303;303001;-;02;12;4;11;4;3000;1
2021;2;3;303;303001;-;02;12;4;11;5;73320;1
2021;2;3;303;303002;-;02;5;3;11;2;148830;1
2021;2;3;303;303002;-;02;5;3;11;4;1500;1
2021;2;3;303;303002;-;02;5;3;11;5;10000;1
2021;2;3;303;303003;-;02;5;2;11;2;360000;1
2021;2;3;303;303003;-;02;5;2;11;4;2000;1
2021;2;3;303;303003;-;02;5;2;11;5;15000;1
2021;2;3;303;303003;-;02;11;2;11;2;330000;1
2021;2;3;303;303003;-;02;11;2;11;4;2000;1
2021;2;3;303;303003;-;02;11;2;11;5;11000;1
2021;2;3;303;303003;-;02;11;3;11;2;843369;1
2021;2;3;303;303003;-;02;11;3;11;4;3500;1
2021;2;3;303;303003;-;02;11;3;11;5;19500;1
2021;2;3;303;303004;-;02;5;2;11;2;43230;1
2021;2;3;303;303004;-;02;5;2;11;3;5000;1
2021;2;3;303;303004;-;02;5;2;11;4;1100;2
2021;2;3;303;303004;-;02;5;2;11;5;19735;2
2021;2;3;303;303004;-;02;11;5;11;2;908816;1
2021;2;3;303;303004;-;02;11;5;11;4;1500;1
2021;2;3;303;303004;-;02;11;5;11;5;20000;1
2021;2;3;304;304001;-;01;11;2;11;2;8000;1
2021;2;3;304;304001;-;01;11;2;11;4;400;1
2021;2;3;304;304002;-;02;5;2;11;2;145000;1
2021;2;3;304;304002;-;02;5;2;11;4;500;1
2021;2;3;304;304002;-;02;5;2;11;5;6000;1
2021;2;3;304;304002;-;40;11;2;4;3;45000;1
2021;2;3;304;304002;-;40;11;2;4;4;300;1
2021;2;3;304;304002;-;40;11;2;4;5;8000;1
2021;2;5;305;305004;-;01;2;6;11;2;343108;1
2021;2;5;305;305004;-;01;2;6;11;4;2944;1
2021;2;5;305;305004;-;01;2;6;11;5;37098;1
2021;2;6;310;310008;-;02;5;4;11;2;311180;1
2021;2;6;317;317006;-;02;5;2;11;1;50;1
2021;2;6;317;317006;-;02;5;2;11;4;10;1
2021;2;6;317;317006;-;02;5;2;11;5;4;1
2021;2;6;317;317006;-;02;11;4;11;2;305977;1
2021;2;6;317;317006;-;02;11;4;11;4;2600;1
2021;2;6;317;317006;-;02;11;4;11;5;15000;1
2021;2;6;317;317007;-;02;11;3;11;1;18250;1
2021;2;6;317;317007;-;02;11;3;11;3;73000;1
2021;2;6;317;317007;-;02;11;3;11;4;1200;1
2021;2;6;317;317007;-;02;11;3;11;5;1500;1
2021;2;6;318;318003;-;01;5;2;4;3;250;1
2021;2;6;318;318003;-;01;5;2;4;4;300;1
2021;2;6;318;318003;-;01;5;2;4;5;100;1
2021;2;6;318;318005;-;02;5;3;11;2;637662;1
2021;2;6;318;318005;-;02;5;3;11;4;1825;1
2021;2;6;318;318005;-;02;5;3;11;5;25500;1
2021;2;6;319;319004;-;40;5;2;4;4;720;1
2021;2;6;319;319004;-;40;5;2;4;5;4080;1
2021;2;7;315;315004;-;02;8;6;11;1;851545;1
2021;2;7;315;315004;-;02;8;6;11;4;1000;1
2021;2;7;315;315004;-;02;8;6;11;5;91250;1
2021;2;7;315;315007;-;02;5;3;11;2;300000;1
2021;2;7;315;315007;-;02;5;3;11;4;2500;1
2021;2;7;315;315007;-;02;5;3;11;5;30000;1
2021;2;7;316;316001;-;02;11;5;11;1;2378273;1
2021;2;7;316;316001;-;02;11;5;11;4;15000;1
2021;2;7;316;316001;-;02;11;5;11;5;65000;1
2021;2;7;317;317004;-;02;1;5;11;5;24500;1
2021;2;8;314;314001;-;01;5;2;11;3;4000;1
2021;2;8;314;314001;-;01;5;2;11;5;1000;1
2021;2;8;314;314001;-;01;5;3;11;3;2000;1
2021;2;8;314;314001;-;01;5;3;11;4;200;1
2021;2;8;314;314001;-;01;5;3;11;5;500;1
2021;2;8;314;314001;-;02;5;3;11;2;367073;1
2021;2;8;314;314001;-;02;5;3;11;4;745;1
2021;2;8;314;314001;-;02;5;3;11;5;14600;1
2021;2;8;314;314001;-;02;5;6;11;1;196734;1
2021;2;8;314;314001;-;02;5;6;11;4;1050;1
2021;2;8;314;314001;-;02;5;6;11;5;2000;1
2021;2;8;314;314001;-;02;8;4;11;2;383970;1
2021;2;8;314;314001;-;02;8;4;11;4;1460;1
2021;2;8;314;314001;-;02;8;4;11;5;25000;1
2021;2;8;314;314008;-;02;5;2;11;3;32400;1
2021;2;8;314;314008;-;02;5;2;11;5;3240;1
2021;2;8;314;314008;-;02;11;2;11;2;72000;1
2021;2;8;314;314008;-;02;11;2;11;5;7000;1
2021;2;8;314;314008;-;02;14;6;11;2;647475;1
2021;2;8;314;314008;-;02;14;6;11;4;3600;1
2021;2;8;314;314008;-;02;14;6;11;5;43200;1
2021;2;8;315;315006;-;02;5;4;11;1;21600;1
2021;2;8;315;315006;-;02;5;4;11;2;591368;2
2021;2;8;315;315006;-;02;5;4;11;4;545;1
2021;2;8;315;315006;-;02;5;4;11;5;32638;2
2021;2;8;315;315006;-;02;8;5;11;2;800159;1
2021;2;8;315;315006;-;02;8;5;11;4;5400;1
2021;2;8;315;315006;-;02;8;5;11;5;82000;1
2021;2;9;303;303004;-;02;5;4;11;2;299190;1
2021;2;9;303;303004;-;02;5;4;11;4;1800;1
2021;2;9;313;313003;-;02;5;4;11;2;459916;1
2021;2;9;313;313003;-;02;5;4;11;4;1000;1
2021;2;9;313;313003;-;02;11;2;11;1;24800;1
2021;2;9;313;313003;-;02;11;2;11;4;500;1
2021;2;9;313;313003;-;02;11;2;11;5;450;1
2021;2;9;313;313006;-;02;11;4;11;2;250000;1
2021;2;9;313;313006;-;02;11;4;11;4;2200;1
2021;2;9;313;313006;-;02;11;4;11;5;10000;1
2021;2;9;314;314006;-;02;5;3;11;2;312983;1
2021;2;9;314;314006;-;02;5;3;11;4;900;1
2021;2;10;307;307002;-;02;5;2;11;2;121207;2
2021;2;10;307;307002;-;02;5;2;11;4;565;2
2021;2;10;307;307002;-;02;5;2;11;5;9140;2
2021;2;10;307;307002;-;02;5;3;11;1;70000;1
2021;2;10;307;307002;-;02;5;3;11;2;608082;4
2021;2;10;307;307002;-;02;5;3;11;4;11450;4
2021;2;10;307;307002;-;02;5;3;11;5;16150;3
2021;2;10;307;307002;-;02;5;4;11;1;620706;3
2021;2;10;307;307002;-;02;5;4;11;2;1603760;4
2021;2;10;307;307002;-;02;5;4;11;4;9895;5
2021;2;10;307;307002;-;02;5;4;11;5;103900;4
2021;2;10;307;307002;-;02;5;5;11;1;400000;1
2021;2;10;307;307002;-;02;5;5;11;2;514132;2
2021;2;10;307;307002;-;02;5;5;11;4;4350;3
2021;2;10;307;307002;-;02;5;5;11;5;47920;3
2021;2;10;307;307002;-;02;8;5;11;2;1042866;1
2021;2;10;307;307002;-;02;8;5;11;4;1100;1
2021;2;10;307;307002;-;02;8;5;11;5;60000;1
2021;2;10;307;307002;-;02;11;2;11;2;75500;1
2021;2;10;307;307002;-;02;11;2;11;4;370;1
2021;2;10;307;307002;-;02;11;2;11;5;2160;1
2021;2;10;307;307002;-;02;11;3;11;3;30000;1
2021;2;10;307;307002;-;02;11;3;11;4;600;1
2021;2;10;307;307002;-;02;11;3;11;5;2000;1
2021;2;10;307;307002;-;02;11;4;11;2;575163;1
2021;2;10;307;307002;-;02;11;4;11;4;1000;1
2021;2;10;307;307002;-;02;11;4;11;5;20000;1
2021;2;10;307;307002;-;02;14;4;11;2;220349;1
2021;2;10;307;307002;-;02;14;4;11;4;370;1
2021;2;10;307;307002;-;02;14;4;11;5;9360;1
2021;2;10;307;307004;-;02;8;3;11;2;1379339;1
2021;2;10;307;307004;-;02;8;3;11;4;3000;1
2021;2;10;307;307004;-;02;8;3;11;5;120000;1
2021;2;10;308;308001;-;02;5;2;11;1;21900;1
2021;2;10;308;308001;-;02;5;2;11;2;40920;1
2021;2;10;308;308001;-;02;5;2;11;4;1100;1
2021;2;10;308;308001;-;02;5;2;11;5;2900;1
2021;2;10;308;308001;-;02;8;2;11;2;355286;1
2021;2;10;308;308001;-;02;8;2;11;4;1500;1
2021;2;10;308;308001;-;02;8;2;11;5;10800;1
2021;2;10;308;308001;-;02;11;4;11;2;516383;1
2021;2;10;308;308001;-;02;11;4;11;4;700;1
2021;2;10;308;308001;-;02;11;4;11;5;15000;1
2021;2;10;308;308002;-;01;5;2;11;3;80000;1
2021;2;10;308;308002;-;01;5;2;11;4;1000;1
2021;2;10;308;308002;-;01;5;2;11;5;2000;1
2021;2;10;308;308004;-;02;5;3;11;2;167740;1
2021;2;10;308;308004;-;02;5;3;11;4;370;1
2021;2;10;308;308004;-;02;5;3;11;5;3360;1
2021;2;10;308;308005;-;01;5;4;11;1;54850;1
2021;2;10;308;308005;-;01;5;4;11;2;54850;1
2021;2;10;308;308005;-;01;5;4;11;4;2800;1
2021;2;10;308;308005;-;01;5;4;11;5;9280;1
2021;2;10;308;308005;-;02;11;2;11;1;2500000;1
2021;2;10;308;308005;-;02;11;2;11;3;250000;1
2021;2;10;308;308005;-;02;11;2;11;4;550;1
2021;2;10;308;308005;-;02;11;2;11;5;5475;1
2021;2;10;308;308005;-;02;11;3;11;3;230850;1
2021;2;10;308;308005;-;02;11;3;11;4;400;1
2021;2;10;308;308005;-;02;11;3;11;5;6000;1
2021;2;10;308;308006;-;01;5;3;11;1;23700;1
2021;2;10;308;308006;-;01;5;3;11;2;346750;1
2021;2;10;308;308006;-;01;5;3;11;4;1000;1
2021;2;10;308;308006;-;01;5;3;11;5;14600;1
2021;2;10;308;308006;-;02;11;2;11;2;331448;2
2021;2;10;308;308006;-;02;11;2;11;4;1800;2
2021;2;10;308;308006;-;02;11;2;11;5;8000;2
2021;2;10;309;309001;-;02;5;2;11;3;21550;1
2021;2;10;309;309001;-;02;5;2;11;4;2000;1
2021;2;10;309;309001;-;02;5;2;11;5;2000;1
2021;2;10;309;309001;-;02;5;4;11;2;162300;1
2021;2;10;309;309001;-;02;5;4;11;4;350;1
2021;2;10;309;309001;-;02;12;5;11;2;651013;1
2021;2;10;309;309001;-;02;12;5;11;4;2000;1
2021;2;10;309;309001;-;02;12;5;11;5;6500;1
2021;2;10;309;309002;-;02;5;3;11;2;90762;1
2021;2;10;309;309002;-;02;5;3;11;4;370;1
2021;2;10;309;309002;-;02;5;3;11;5;5040;1
2021;2;10;309;309003;-;01;5;2;11;2;60000;1
2021;2;10;309;309003;-;01;5;2;11;4;360;1
2021;2;10;309;309003;-;01;5;2;11;5;4500;1
2021;2;10;309;309003;-;02;5;2;11;2;380000;1
2021;2;10;309;309003;-;02;5;2;11;3;21600;1
2021;2;10;309;309003;-;02;5;2;11;4;1830;2
2021;2;10;309;309003;-;02;5;2;11;5;4300;2
2021;2;10;309;309003;-;02;5;3;11;2;198000;1
2021;2;10;309;309003;-;02;5;3;11;4;230;1
2021;2;10;309;309003;-;02;5;3;11;5;2100;1
2021;2;10;309;309003;-;02;11;3;11;2;271466;1
2021;2;10;309;309003;-;02;11;3;11;4;500;1
2021;2;10;309;309003;-;02;11;3;11;5;20000;1
2021;2;10;309;309004;-;01;11;2;11;2;63000;2
2021;2;10;309;309004;-;01;11;2;11;3;70000;1
2021;2;10;309;309004;-;01;11;2;11;4;365;1
2021;2;10;309;309004;-;01;11;2;11;5;6595;2
2021;2;10;309;309004;-;02;5;2;11;2;208050;1
2021;2;10;309;309004;-;02;5;2;11;4;380;1
2021;2;10;309;309004;-;02;5;2;11;5;8120;1
2021;2;10;312;312001;-;01;5;3;11;2;163885;1
2021;2;10;312;312001;-;01;5;3;11;4;365;1
2021;2;10;312;312001;-;01;5;3;11;5;18250;1
2021;2;10;312;312001;-;02;5;3;11;1;21900;1
2021;2;10;312;312001;-;02;5;3;11;2;86000;2
2021;2;10;312;312001;-;02;5;3;11;4;1000;1
2021;2;10;312;312001;-;02;5;3;11;5;1000;1
2021;2;10;312;312001;-;02;8;3;11;1;609660;1
2021;2;10;312;312001;-;02;8;3;11;4;1000;1
2021;2;10;312;312001;-;02;8;3;11;5;12000;1
2021;2;10;312;312002;-;02;8;2;11;3;3900;1
2021;2;10;312;312002;-;02;8;2;11;4;1700;1
2021;2;10;312;312002;-;02;8;2;11;5;2500;1
2021;2;10;312;312002;-;02;11;4;11;2;566140;1
2021;2;10;312;312002;-;02;11;4;11;4;1825;1
2021;2;10;312;312002;-;02;11;4;11;5;14400;1
2021;2;10;313;313004;-;02;5;3;11;1;420000;1
2021;2;10;313;313004;-;02;5;3;11;4;800;1
2021;2;10;313;313004;-;02;5;3;11;5;10000;1
2021;2;11;306;306001;-;02;5;2;11;2;216435;1
2021;2;11;306;306001;-;02;5;2;11;4;400;1
2021;2;11;306;306001;-;02;5;2;11;5;3500;1
2021;2;11;306;306001;-;02;5;3;11;2;364432;1
2021;2;11;306;306001;-;02;5;3;11;4;900;1
2021;2;11;306;306001;-;02;5;3;11;5;17230;1
2021;2;11;306;306001;-;02;5;4;11;2;101488;1
2021;2;11;306;306001;-;02;5;4;11;4;600;1
2021;2;11;306;306001;-;02;5;4;11;5;1200;1
2021;2;11;306;306001;-;02;11;5;11;2;800000;1
2021;2;11;306;306001;-;02;11;5;11;4;1000;1
2021;2;11;306;306001;-;02;11;5;11;5;10000;1
2021;2;11;306;306001;-;02;12;5;11;2;1704108;1
2021;2;11;306;306001;-;02;12;5;11;4;3300;1
2021;2;11;306;306001;-;02;12;5;11;5;54000;1
2021;2;11;306;306002;-;02;5;2;11;2;281856;1
2021;2;11;306;306002;-;02;5;2;11;5;7200;1
2021;2;11;306;306002;-;02;5;3;11;2;1086277;1
2021;2;11;306;306002;-;02;5;3;11;4;550;1
2021;2;11;306;306002;-;02;5;3;11;5;12960;1
2021;2;11;306;306002;-;02;5;4;11;2;2169294;4
2021;2;11;306;306002;-;02;5;4;11;4;2065;4
2021;2;11;306;306002;-;02;5;4;11;5;77700;4
2021;2;11;306;306002;-;02;5;5;11;2;2783586;2
2021;2;11;306;306002;-;02;5;5;11;4;1230;2
2021;2;11;306;306002;-;02;5;5;11;5;67100;2
2021;2;11;306;306002;-;02;12;5;11;1;416502;1
2021;2;11;306;306002;-;02;12;5;11;4;800;1
2021;2;11;306;306002;-;02;12;5;11;5;40000;1
2021;2;11;306;306002;-;02;14;6;11;2;1239948;1
2021;2;11;306;306002;-;02;14;6;11;4;3600;1
2021;2;11;306;306002;-;02;14;6;11;5;36500;1
2021;2;11;306;306003;-;01;5;2;11;2;102972;1
2021;2;11;306;306003;-;01;5;2;11;4;370;1
2021;2;11;306;306003;-;01;5;2;11;5;10320;1
2021;2;11;306;306003;-;02;1;4;11;2;236009;1
2021;2;11;306;306003;-;02;1;4;11;3;600;1
2021;2;11;306;306003;-;02;1;4;11;4;7000;1
2021;2;11;306;306003;-;02;1;4;11;5;28000;1
2021;2;11;306;306003;-;02;5;2;11;1;28500;1
2021;2;11;306;306003;-;02;5;2;11;2;259616;3
2021;2;11;306;306003;-;02;5;2;11;4;3100;3
2021;2;11;306;306003;-;02;5;2;11;5;11000;3
2021;2;11;306;306003;-;02;5;3;11;2;177343;2
2021;2;11;306;306003;-;02;5;3;11;4;1365;2
2021;2;11;306;306003;-;02;5;3;11;5;3800;1
2021;2;11;306;306003;-;02;5;4;11;2;963938;2
2021;2;11;306;306003;-;02;5;4;11;4;1700;2
2021;2;11;306;306003;-;02;5;4;11;5;39800;2
2021;2;11;306;306003;-;02;11;3;11;2;104960;1
2021;2;11;306;306003;-;02;11;3;11;4;730;1
2021;2;11;306;306003;-;02;11;3;11;5;4800;1
2021;2;11;306;306003;-;02;11;4;11;2;1160465;3
2021;2;11;306;306003;-;02;11;4;11;4;2730;3
2021;2;11;306;306003;-;02;11;4;11;5;46040;3
2021;2;11;306;306004;-;02;5;3;11;2;200100;1
2021;2;11;306;306004;-;02;5;3;11;4;730;1
2021;2;11;306;306004;-;02;5;3;11;5;7200;1
2021;2;11;306;306004;-;02;5;4;11;2;702611;1
2021;2;11;306;306004;-;02;5;4;11;4;2000;1
2021;2;11;306;306004;-;02;5;4;11;5;45000;1
2021;2;11;306;306004;-;02;5;5;11;2;280256;1
2021;2;11;306;306004;-;02;5;5;11;4;1095;1
2021;2;11;306;306004;-;02;5;5;11;5;35100;1
2021;2;11;307;307001;-;02;5;2;11;2;68158;1
2021;2;11;307;307001;-;02;5;2;11;3;8500;1
2021;2;11;307;307001;-;02;5;2;11;4;4000;2
2021;2;11;307;307001;-;02;5;2;11;5;3300;2
2021;2;11;307;307001;-;02;5;3;11;2;1412949;2
2021;2;11;307;307001;-;02;5;3;11;4;1460;2
2021;2;11;307;307001;-;02;5;3;11;5;37000;2
2021;2;11;307;307001;-;02;5;4;11;1;160674;1
2021;2;11;307;307001;-;02;5;4;11;2;210000;1
2021;2;11;307;307001;-;02;5;4;11;5;36000;2
2021;2;11;307;307001;-;02;5;5;11;2;1030766;3
2021;2;11;307;307001;-;02;5;5;11;4;4195;3
2021;2;11;307;307001;-;02;5;5;11;5;31900;2
2021;2;11;307;307001;-;02;9;5;11;2;763769;1
2021;2;11;307;307001;-;02;9;5;11;4;1500;1
2021;2;11;307;307001;-;02;9;5;11;5;19000;1
2021;2;11;307;307001;-;02;11;2;11;2;1054413;1
2021;2;11;307;307001;-;02;11;2;11;4;750;1
2021;2;11;307;307001;-;02;11;2;11;5;12000;1
2021;2;11;307;307001;-;02;11;3;11;1;68400;1
2021;2;11;307;307001;-;02;11;3;11;2;600000;1
2021;2;11;307;307001;-;02;11;3;11;4;2000;1
2021;2;11;307;307001;-;02;11;3;11;5;5000;1
2021;2;11;307;307001;-;02;11;4;11;2;693645;1
2021;2;11;307;307001;-;02;11;4;11;4;730;1
2021;2;11;307;307001;-;02;11;4;11;5;12000;1
2021;2;11;307;307001;-;02;11;5;11;2;564632;1
2021;2;11;307;307001;-;02;11;5;11;4;4000;1
2021;2;11;307;307001;-;02;11;5;11;5;51186;1
2021;2;11;307;307004;-;02;5;2;11;2;43550;1
2021;2;11;307;307004;-;02;5;2;11;4;728;1
2021;2;11;307;307004;-;02;5;2;11;5;9280;1
2021;2;12;306;306004;-;01;5;4;11;2;110000;1
2021;2;12;306;306004;-;01;5;4;11;4;365;1
2021;2;12;306;306004;-;01;5;4;11;5;1200;1
2021;2;12;306;306004;-;02;5;2;11;2;180329;1
2021;2;12;306;306004;-;02;5;2;11;4;365;1
2021;2;12;306;306004;-;02;5;2;11;5;4320;1
2021;2;12;306;306004;-;02;5;4;11;2;111069;2
2021;2;12;306;306004;-;02;5;4;11;4;815;2
2021;2;12;306;306004;-;02;5;4;11;5;6000;2
2021;2;12;306;306004;-;02;14;3;11;2;127750;1
2021;2;12;306;306004;-;02;14;3;11;4;900;1
2021;2;12;306;306004;-;02;14;3;11;5;3000;1
2021;2;12;307;307003;-;02;11;2;11;1;185000;1
2021;2;12;307;307003;-;02;11;2;11;4;400;1
2021;2;12;307;307003;-;02;11;2;11;5;1800;1
