id,ejercicio,lluvia,lluvia_normal,lluvia_anom,thi_dias,gw,gw_z
1604003,2026,773.6810446240929,1136.272705832169,-31.910619637961457,63,0.6399672299027138,-2.0118019291844336
1604004,2021,878.4452733022226,1147.7341544869562,-23.46265292637451,44,0.6855396825396826,-0.6445751604201057
1604004,2022,912.7420718703527,1147.7341544869562,-20.474434928848687,41,0.6868872887864823,-0.6041454001643672
1604004,2023,629.3652523736873,1147.7341544869562,-45.16454442753625,79,0.628926267281106,-2.3430436942357833
1604004,2024,1318.118470663961,1147.7341544869562,14.845277149843781,63,0.6591353355580274,-1.4367363875684407
1604004,2025,850.5602274860918,1147.7341544869562,-25.89222650899527,61,0.6522569764464926,-1.6430951889561796
1604004,2026,754.4061678603925,1147.7341544869562,-34.269955728762255,63,0.6399672299027138,-2.0118019291844336
1604005,2021,870.3106784414979,1134.6225702867564,-23.295137851740268,44,0.6855396825396826,-0.6445751604201057
1604005,2022,876.8291432884894,1134.6225702867564,-22.720632723982757,41,0.6868872887864823,-0.6041454001643672
1604005,2023,625.5983824162985,1134.6225702867564,-44.86286463892665,79,0.628926267281106,-2.3430436942357833
1604005,2024,1297.790390097923,1134.6225702867564,14.3808015179822,63,0.6591353355580274,-1.4367363875684407
1604005,2025,828.8160949947314,1134.6225702867564,-26.95226441817896,61,0.6522569764464926,-1.6430951889561796
1604005,2026,727.6156034515341,1134.6225702867564,-35.87157328734949,63,0.6399672299027138,-2.0118019291844336
1604006,2021,840.06383298174,1093.7324915906818,-23.19293433808627,44,0.6855396825396826,-0.6445751604201057
1604006,2022,866.7634539773736,1093.7324915906818,-20.75178705564587,41,0.6868872887864823,-0.6041454001643672
1604006,2023,593.1828449487665,1093.7324915906818,-45.76527171776121,79,0.628926267281106,-2.3430436942357833
1604006,2024,1259.8836469076605,1093.7324915906818,15.191205947931103,63,0.6591353355580274,-1.4367363875684407
1604006,2025,852.2527625882419,1093.7324915906818,-22.07850007740386,61,0.6522569764464926,-1.6430951889561796
1604006,2026,761.6296183673569,1093.7324915906818,-30.364177326425352,63,0.6399672299027138,-2.0118019291844336
1604007,2021,835.5040629570274,1096.7310474412375,-23.81869147350883,44,0.6855396825396826,-0.6445751604201057
1604007,2022,856.1211983413392,1096.7310474412375,-21.938819883075308,41,0.6868872887864823,-0.6041454001643672
1604007,2023,607.6511483254078,1096.7310474412375,-44.59433333786736,79,0.628926267281106,-2.3430436942357833
1604007,2024,1246.5376533013948,1096.7310474412375,13.659374940617235,63,0.6591353355580274,-1.4367363875684407
1604007,2025,828.5627981658104,1096.7310474412375,-24.451596396498978,61,0.6522569764464926,-1.6430951889561796
1604007,2026,735.3169423620476,1096.7310474412375,-32.953758893066656,63,0.6399672299027138,-2.0118019291844336
1605001,2021,897.9710458618514,1166.5920191911293,-23.026128150227663,44,0.6855396825396826,-0.6445751604201057
1605001,2022,876.0477457468004,1166.5920191911293,-24.905388401832315,41,0.6868872887864823,-0.6041454001643672
1605001,2023,645.5066310180714,1166.5920191911293,-44.66731981711642,79,0.628926267281106,-2.3430436942357833
1605001,2024,1402.5332521843181,1166.5920191911293,20.224828312881957,63,0.6591353355580274,-1.4367363875684407
1605001,2025,850.7232124698013,1166.5920191911293,-27.076201579052416,61,0.6522569764464926,-1.6430951889561796
1605001,2026,715.3105144044109,1166.5920191911293,-38.683746962337345,63,0.6399672299027138,-2.0118019291844336
1605002,2021,881.8041742255208,1159.1156444157684,-23.9244006002543,44,0.6855396825396826,-0.6445751604201057
1605002,2022,876.2067527122767,1159.1156444157684,-24.407305092158158,41,0.6868872887864823,-0.6041454001643672
1605002,2023,636.9876288376795,1159.1156444157684,-45.04537731791708,79,0.628926267281106,-2.3430436942357833
1605002,2024,1397.0193354257444,1159.1156444157684,20.524586322004748,63,0.6591353355580274,-1.4367363875684407
1605002,2025,845.0095074012843,1159.1156444157684,-27.098774701880913,61,0.6522569764464926,-1.6430951889561796
