id,ejercicio,prod,venta,rem,dens,prod_chg,venta_chg,rem_chg,dens_chg,prod_cmp,venta_cmp,rem_cmp,dens_cmp
0301004,2025,1314920,1256825,4,60086.44548651437,-13.797782862087729,-14.280111853771654,0,-13.797782862087725,ok,ok,ok,ok
0301005,2021,3823964,3660944,5,71886.8120980359,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0301005,2022,4289824,4096949,6,80644.52798761828,12.182646070935814,11.909633143801162,20,12.182646070935814,ok,ok,ok,ok
0301005,2023,4184564,4010759,6,78665.74214093162,-2.4537137187912603,-2.103760627725656,0,-2.4537137187912763,ok,ok,ok,ok
0301005,2024,4405555,4220610,5,82820.15847235029,5.2810997752693,5.232201685516382,-16.666666666666668,5.2810997752693085,ok,ok,ok,ok
0301005,2025,4100855,3953480,7,77092.09417930999,-6.916268211383128,-6.329179905274356,40,-6.916268211383134,ok,ok,ok,ok
0301006,2021,1264533,1069708,3,39672.49467293781,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0301006,2022,946336,745176,2,29689.624484935768,-25.163202541966086,-30.338372714796936,-33.333333333333336,-25.16320254196608,ok,ok,ok,ok
0301006,2023,686334,563884,2,21532.51987797559,-27.47459676055862,-24.32874918140144,0,-27.474596760558615,ok,ok,ok,ok
0301006,2024,739159,613899,3,23189.81117136053,7.696689949791209,8.86973207255393,50,7.696689949791204,ok,ok,ok,ok
0301006,2025,553644,458664,2,17369.604937715336,-25.098118266841098,-25.286732833902644,-33.333333333333336,-25.098118266841094,ok,ok,ok,ok
0301007,2021,1124809,1059309,1,37967.123262014655,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0301007,2022,1134143,1066943,1,38282.18575576039,0.8298297755441146,0.7206584669817777,0,0.8298297755441115,ok,ok,ok,ok
0301007,2023,1291984,1231484,1,43609.995813112044,13.91720444423675,15.421723559740304,0,13.917204444236761,ok,ok,ok,ok
0301007,2024,1617008,1549308,3,54580.94845583899,25.15696788814722,25.80821188095014,200,25.15696788814722,ok,ok,ok,ok
0301007,2025,1777501,1687701,3,59998.27487631617,9.925306491990145,8.932568604822283,0,9.925306491990149,ok,ok,ok,ok
0302001,2021,1338230,1266374,1,33816.79189568049,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0302001,2022,1193115,1108440,1,30149.766230479683,-10.843801140312204,-12.471355223654308,0,-10.843801140312216,ok,ok,ok,ok
0302001,2023,1325851,1205951,1,33503.97715764844,11.1251639615628,8.797138320522537,0,11.125163961562805,ok,ok,ok,ok
0302001,2024,1125822,1050822,1,28449.286210575763,-15.086838566324571,-12.863623812244445,0,-15.086838566324568,ok,ok,ok,ok
0302001,2025,1114464,1050914,2,28162.271928762366,-1.0088628575387584,0.008755050807843764,100,-1.0088628575387677,ok,ok,ok,ok
0302002,2021,1559942,1453808,2,29260.47556057869,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0302002,2022,1884715,1788523,2,35352.3766884641,20.81955611170159,23.023329077842465,0,20.819556111701598,ok,ok,ok,ok
0302002,2023,1516113,1420819,2,28438.356928383,-19.55743971900261,-20.559087023202945,0,-19.55743971900262,ok,ok,ok,ok
0302002,2024,1107123,964638,3,20766.76279249777,-26.976221429405328,-32.10690453886104,50,-26.976221429405328,ok,ok,ok,ok
0302002,2025,1946401,1770432,2,36509.44643556358,75.80711447598867,83.53330472156395,-33.333333333333336,75.80711447598867,ok,ok,ok,ok
0302003,2021,2979531,2797671,4,58668.625607216905,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0302003,2022,2888621,2721881,4,56878.55705147706,-3.051151338918776,-2.7090390542704985,0,-3.0511513389187828,ok,ok,ok,ok
0302003,2023,3000227,2818127,4,59076.14137918469,3.8636428939622056,3.5360105750398345,0,3.8636428939622096,ok,ok,ok,ok
0302003,2024,3189908,2987468,3,62811.06596087306,6.322221618564195,6.008991078116778,-25,6.322221618564195,ok,ok,ok,ok
0302003,2025,3281248,3065658,4,64609.60145621215,2.863405464985197,2.6172665280431455,33.333333333333336,2.8634054649851914,ok,ok,ok,ok
0302004,2021,0,0,0,0,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0302004,2022,0,0,0,0,,,,,sin_produccion,sin_produccion,sin_produccion,sin_produccion
0302004,2023,0,0,0,0,,,,,sin_produccion,sin_produccion,sin_produccion,sin_produccion
0302004,2024,0,0,0,0,,,,,sin_produccion,sin_produccion,sin_produccion,sin_produccion
0302004,2025,0,0,0,0,,,,,sin_produccion,sin_produccion,sin_produccion,sin_produccion
0302005,2021,891979,824079,3,47113.31950775839,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0302005,2022,947844,890544,3,50064.04547137515,6.263039824928613,8.065367519376176,0,6.263039824928606,ok,ok,ok,ok
0302005,2023,906593,846293,3,47885.214419282514,-4.352087474310118,-4.968985249465495,0,-4.352087474310116,ok,ok,ok,ok
0302005,2024,845927,799627,3,44680.905078751326,-6.691646637465765,-5.514165897626472,0,-6.691646637465761,ok,ok,ok,ok
0302005,2025,415060,410760,1,21922.998629889487,-50.93430047746437,-48.63104922670195,-66.66666666666667,-50.934300477464376,ok,ok,ok,ok
0302006,2021,89241,77241,1,4093.426882154095,,,,,sin_anterior,sin_anterior,sin_anterior,sin_anterior
0302006,2022,81674,69674,1,3746.333492151069,-8.479286426642462,-9.796610608355666,0,-8.47928642664246,ok,ok,ok,ok
